Title,Price,Bedrooms,Bathrooms,Property_Type,BER_Rating,Latitude,Longitude,Address,Country
"Sradrinagh House, Ballinaglera, Dorrusawillin, Co. Leitrim, N41RW28",495000,4,3.0,Detached,B3,54.116124,-8.006488,"Sradrinagh House, Ballinaglera, Dorrusawillin, Co. Leitrim, N41RW28",Leitrim
"8 Monalee Manor, Knocknacarra, Knocknacarra, Co. Galway, H91VP63",625000,5,4.0,Detached,B3,53.265649,-9.117602,"8 Monalee Manor, Knocknacarra, Knocknacarra, Co. Galway, H91VP63",Galway
"54 Woodbine Road, Blackrock, Co. Dublin, A94WF22",1950000,4,3.0,Detached,SI_666,53.310169,-6.209308,"54 Woodbine Road, Blackrock, Co. Dublin, A94WF22",Dublin
"24 Grange Hall, Mountmellick, Mountmellick, Co. Laois, R32AV66",420000,5,4.0,Semi-D,B3,53.114859,-7.317659,"24 Grange Hall, Mountmellick, Mountmellick, Co. Laois, R32AV66",Laois
"Gortbrackmoor, Ahascragh, Ahascragh, Co. Galway, H53PX20",599000,6,4.0,Detached,B1,53.377472,-8.280095,"Gortbrackmoor, Ahascragh, Ahascragh, Co. Galway, H53PX20",Galway
"Glencollins Upper, Ballydesmond, Co. Cork, P51P6D9",375000,4,3.0,Detached,C1,52.171191,-9.217947,"Glencollins Upper, Ballydesmond, Co. Cork, P51P6D9",Cork
"Crosscool House On c. 1.1 Acres, Edmondstown, Blessington, Co. Wicklow, W91C9C5",595000,4,2.0,Detached,G,53.185976,-6.520688,"Crosscool House On c. 1.1 Acres, Edmondstown, Blessington, Co. Wicklow, W91C9C5",Wicklow
"108 Foxrock Avenue, Foxrock, Foxrock, Dublin 18, D18T9H3",995000,4,5.0,Detached,C1,53.278268,-6.173779,"108 Foxrock Avenue, Foxrock, Foxrock, Dublin 18, D18T9H3",Dublin
"23 Ard Na Cuan, Wexford, Whiterock, Co. Wexford, Y35N9V2",495000,4,3.0,Detached,C2,52.317545,-6.474882,"23 Ard Na Cuan, Wexford, Whiterock, Co. Wexford, Y35N9V2",Wexford
"Greyfort, Ballydonarea, Greystones, Co. Wicklow, A63HK81",1490000,5,4.0,Detached,A3,53.107263,-6.049531,"Greyfort, Ballydonarea, Greystones, Co. Wicklow, A63HK81",Wicklow
"6 Watson Place, Dublin 16, Rathfarnham, Dublin 16, D16X8Y7",1500000,4,4.0,Detached,A2,53.287193,-6.30525,"6 Watson Place, Dublin 16, Rathfarnham, Dublin 16, D16X8Y7",Dublin
"Doonamurray House, F91PH63",395000,4,1.0,Detached,,54.189923,-8.438326,"Doonamurray House, F91PH63",Sligo
"Kilcorral, Castlebridge, Co. Wexford, Y35AX21",695000,5,4.0,Detached,B1,52.404347,-6.453113,"Kilcorral, Castlebridge, Co. Wexford, Y35AX21",Wexford
"115 Kylemore, Monaleen, Castletroy, Co. Limerick, V94HRR0",350000,3,3.0,Terrace,B1,52.652934,-8.556712,"115 Kylemore, Monaleen, Castletroy, Co. Limerick, V94HRR0",Limerick
"Lislary, Ballinfull, Co. Sligo, F91FK88",730000,4,3.0,Detached,B1,54.372476,-8.620592,"Lislary, Ballinfull, Co. Sligo, F91FK88",Sligo
"19 Heytesbury Street, Portobello, Dublin 8, D08Y2R4",1445000,4,5.0,Terrace,SI_666,53.334858,-6.268966,"19 Heytesbury Street, Portobello, Dublin 8, D08Y2R4",Dublin
"Tearmann, Tara Hill, Gorey, Co. Wexford, Y25H290",1200000,7,3.0,Detached,C1,52.694563,-6.226402,"Tearmann, Tara Hill, Gorey, Co. Wexford, Y25H290",Wexford
"12 The Paddocks, Maryborough Hill, Douglas, Co. Cork, T12W6PR",945000,4,3.0,Detached,C1,51.874039,-8.427696,"12 The Paddocks, Maryborough Hill, Douglas, Co. Cork, T12W6PR",Cork
"20-24 Eglinton Road, Dublin 4, D04V2T9",2750000,4,4.0,Detached,D1,53.318722,-6.2347,"20-24 Eglinton Road, Dublin 4, D04V2T9",Dublin
"1 Thulla Dunbo Hill Howth, Howth, Dublin 13, D13V089",5500000,5,6.0,Detached,,53.387728,-6.070834,"1 Thulla Dunbo Hill Howth, Howth, Dublin 13, D13V089",Dublin
"Ballynastangford Lower, Claremorris, Ballynastangford, Co. Mayo, F12W827",305000,4,2.0,Bungalow,C3,53.767486,-9.050986,"Ballynastangford Lower, Claremorris, Ballynastangford, Co. Mayo, F12W827",Mayo
"Rockfield, Claremorris, Barnycarroll, Co. Mayo, F12HX30",275000,3,1.0,Bungalow,E2,53.768579,-8.947739,"Rockfield, Claremorris, Barnycarroll, Co. Mayo, F12HX30",Mayo
"Bunacurry, Achill, Co. Mayo",395000,0,0.0,Site,,53.97522648,-9.969008875,"Bunacurry, Achill, Co. Mayo",Mayo
"The Square, Claremorris, Co Mayo, F12C6X8",450000,4,2.0,Detached,E2,53.719378,-8.997119,"The Square, Claremorris, Co Mayo, F12C6X8",Mayo
"Kildrinagh, Woodsgift, Tullaroan, Co. Kilkenny, E41W773",285000,3,1.0,Detached,E1,52.690648,-7.503158,"Kildrinagh, Woodsgift, Tullaroan, Co. Kilkenny, E41W773",Kilkenny
"Bofeenaun, 2 Brookfield, Rochestown Road, Cork City, Co. Cork, T12Y28P",750000,4,3.0,Detached,C3,51.875932,-8.410353,"Bofeenaun, 2 Brookfield, Rochestown Road, Cork City, Co. Cork, T12Y28P",Cork
"11 The Ferns, Foxwood, Rochestown, Co. Cork, T12C2PC",350000,2,3.0,Semi-D,C1,51.868354,-8.403102,"11 The Ferns, Foxwood, Rochestown, Co. Cork, T12C2PC",Cork
"Tobercrossaun, Headford, Co. Galway, H91F1PX",700000,4,2.0,Detached,A3,53.46627,-9.130417,"Tobercrossaun, Headford, Co. Galway, H91F1PX",Galway
"Carrick Road, Kilmoganny, Co. Kilkenny, R95F584",350000,4,2.0,Detached,C3,52.459443,-7.333198,"Carrick Road, Kilmoganny, Co. Kilkenny, R95F584",Kilkenny
"Glenshee House, Brownstown, Balheary",975000,6,6.0,Detached,B2,53.4964076,-6.2444338,"Glenshee House, Brownstown, Balheary",Dublin
"9 Walshes Terrace, Strand Street, Tralee, Co. Kerry, V92TCV5",199000,2,2.0,Terrace,D1,52.269038,-9.713973,"9 Walshes Terrace, Strand Street, Tralee, Co. Kerry, V92TCV5",Kerry
"Weston 12 Alma Road Monkstown, Monkstown, Co. Dublin, A94FH99",1950000,7,5.0,Semi-D,,53.297156,-6.165702,"Weston 12 Alma Road Monkstown, Monkstown, Co. Dublin, A94FH99",Dublin
"Moorepark, Garristown, Co. Meath, A42FK71",595000,5,3.0,Detached,B3,53.589638,-6.427344,"Moorepark, Garristown, Co. Meath, A42FK71",Meath
"28 Slaney Woods, Park, Wexford Town, Co. Wexford, Y35T2N4",895000,4,4.0,Detached,B3,52.350327,-6.49387,"28 Slaney Woods, Park, Wexford Town, Co. Wexford, Y35T2N4",Wexford
"88 Ballintyre Square, Ballinteer, Dublin 16, D16ET18",695000,3,2.0,Apartment,B3,53.273522,-6.255989,"88 Ballintyre Square, Ballinteer, Dublin 16, D16ET18",
"12 Wolfe Tone Street, Mountmellick, Co. Laois, R32XY36",230000,3,1.0,End of Terrace,F,53.118515,-7.33404,"12 Wolfe Tone Street, Mountmellick, Co. Laois, R32XY36",Laois
"Kickham Street, Carrick-on-Suir, Co. Tipperary, E32T922",250000,4,3.0,End of Terrace,D1,52.348189,-7.41424,"Kickham Street, Carrick-on-Suir, Co. Tipperary, E32T922",Tipperary
"Kinvara, 712 Howth Road, Raheny, Dublin 5, D05A2A0",Price on Application,4,3.0,Detached,C3,53.381147,-6.15775,"Kinvara, 712 Howth Road, Raheny, Dublin 5, D05A2A0",Dublin
"14 Haddington Place, Ballsbridge, Dublin 4, D04K3V1",1595000,4,4.0,Detached,C2,53.334779,-6.240565,"14 Haddington Place, Ballsbridge, Dublin 4, D04K3V1",Dublin
"Dun Gealain, 23 Woodbine Avenue, Booterstown, Co. Dublin, A94CR97",995000,5,5.0,Semi-D,E1,53.309654,-6.211572,"Dun Gealain, 23 Woodbine Avenue, Booterstown, Co. Dublin, A94CR97",Dublin
"Quilla, Kilmolin, Enniskerry, Enniskerry, Co. Wicklow, A98X963",895000,3,3.0,Detached,C2,53.195251,-6.192234,"Quilla, Kilmolin, Enniskerry, Enniskerry, Co. Wicklow, A98X963",Wicklow
"Apartment 99, Forbes Quay Apartments, Grand Canal Dock, Dublin 2, D02X654",475000,2,2.0,Apartment,C2,53.345489,-6.239353,"Apartment 99, Forbes Quay Apartments, Grand Canal Dock, Dublin 2, D02X654",Dublin
"Beaumont Lodge, Beaumont Avenue, Churchtown, Dublin 14, D14DY86",1400000,3,2.0,Detached,A3,53.29249,-6.257393,"Beaumont Lodge, Beaumont Avenue, Churchtown, Dublin 14, D14DY86",Dublin
"Rathdown Manor, Ballycorus Road, Rathmichael, Co. Dublin, D18T104",2690000,7,6.0,Detached,B3,53.234797,-6.166122,"Rathdown Manor, Ballycorus Road, Rathmichael, Co. Dublin, D18T104",Dublin
"Bramley Hill, Old Carrickbrack Road, Howth, Co. Dublin, D13PH31",3950000,5,4.0,Detached,C1,53.367725,-6.075962,"Bramley Hill, Old Carrickbrack Road, Howth, Co. Dublin, D13PH31",Dublin
"Beacon Lodge Skidoo Ballyboughal, Ballyboughal, Co. Dublin, A41HH67",1275000,5,4.0,Detached,B3,53.499053,-6.269373,"Beacon Lodge Skidoo Ballyboughal, Ballyboughal, Co. Dublin, A41HH67",Dublin
"93 Butterfield Avenue, Rathfarnham, Rathfarnham, Dublin 14, D14P039",850000,4,2.0,Semi-D,F,53.296645,-6.295897,"93 Butterfield Avenue, Rathfarnham, Rathfarnham, Dublin 14, D14P039",Dublin
"75 Palmerston Road, Rathmines, Rathmines, Dublin 6, D06H9T8",2750000,4,3.0,Terrace,SI_666,53.319377,-6.259095,"75 Palmerston Road, Rathmines, Rathmines, Dublin 6, D06H9T8",Dublin
"20 Hampton Crescent, Saint Helen's Wood, Booterstown, Co. Dublin, A94EP95",795000,3,2.0,End of Terrace,D1,53.30306,-6.201821,"20 Hampton Crescent, Saint Helen's Wood, Booterstown, Co. Dublin, A94EP95",Dublin
"Glounatouig House, Raffeen Bridge, Carrigaline, Co. Cork, T12X6FD",700000,5,4.0,Detached,C1,51.833393,-8.370918,"Glounatouig House, Raffeen Bridge, Carrigaline, Co. Cork, T12X6FD",Cork
"65 Leeson Close, Dublin 2, Dublin 2, D02DK19",1695000,3,3.0,Terrace,SI_666,53.333856,-6.253738,"65 Leeson Close, Dublin 2, Dublin 2, D02DK19",Dublin
2 Seafield,790000,4,3.0,Detached,B3,53.3965664,-6.1376175,2 Seafield,Dublin
"Apartment 65, Old City Music Hall, Dublin 8, D08E227",750000,3,2.0,Apartment,C1,53.344058,-6.269186,"Apartment 65, Old City Music Hall, Dublin 8, D08E227",Dublin
"7 Raglan Road, Dublin 4, Co. Dublin, D04V0N0",3800000,5,4.0,Terrace,,53.33099,-6.238539,"7 Raglan Road, Dublin 4, Co. Dublin, D04V0N0",Dublin
"29 Bow Lane West, Dublin 8, Kilmainham, Dublin 8, D08V44T",1200000,0,0.0,Site,,53.343128,-6.293047,"29 Bow Lane West, Dublin 8, Kilmainham, Dublin 8, D08V44T",Dublin
"Grange, Granlahan , Ballinlough, Co. Roscommon, F45FP73",310000,4,2.0,Bungalow,C3,53.719703,-8.679427,"Grange, Granlahan , Ballinlough, Co. Roscommon, F45FP73",Roscommon
"Tervoe, Clarina, Co. Limerick, V94AVP4",430000,5,3.0,Detached,C3,52.6435932,-8.7295791,"Tervoe, Clarina, Co. Limerick, V94AVP4",Limerick
"8 Cl Aitinn, Clybaun Road, Keeraun, Co. Galway, H91E1RH",765000,4,4.0,Detached,B3,53.273956,-9.110329,"8 Cl Aitinn, Clybaun Road, Keeraun, Co. Galway, H91E1RH",Galway
"Ard Na Mara, Ballymacaw, Dunmore East, Co. Waterford, X91F38K",949000,4,4.0,Detached,B3,52.143294,-7.0486,"Ard Na Mara, Ballymacaw, Dunmore East, Co. Waterford, X91F38K",Waterford
"Main St, Knock, Co. Mayo",Price on Application,0,0.0,Site,,53.79460472359341,-8.917800937,"Main St, Knock, Co. Mayo",Mayo
"Innisfree, Corbally More, Dunmore East, Co. Waterford, X91F88K",1195000,4,3.0,Detached,A3,52.149866,-7.076915,"Innisfree, Corbally More, Dunmore East, Co. Waterford, X91F88K",Waterford
"The Grange  , Drumollard, Virginia, Co. Cavan",1600000,5,5.0,Detached,C3,53.8344096,-7.0813222,"The Grange  , Drumollard, Virginia, Co. Cavan",Cavan
"Careystown, Whitegate, Co. Cork, P25TR94",600000,4,4.0,Detached,C3,51.833989,-8.219216,"Careystown, Whitegate, Co. Cork, P25TR94",Cork
"Ballindurrow, Multyfarnham, Co. Westmeath, N91N2X5",349950,4,2.0,Bungalow,C3,53.616185,-7.389572,"Ballindurrow, Multyfarnham, Co. Westmeath, N91N2X5",Westmeath
"The Old Mill Stores, Millside, Connonagh, Leap, Co. Cork, P81RV10",495000,4,2.0,Detached,D2,51.594544,-9.097318,"The Old Mill Stores, Millside, Connonagh, Leap, Co. Cork, P81RV10",Cork
"Site B, Coolbunia, Cheekpoint, Co. Waterford",135000,0,0.0,Site,,52.2690955,-6.9957459,"Site B, Coolbunia, Cheekpoint, Co. Waterford",Waterford
"Errisbeg West, Roundstone, Co. Galway, H91HD7A",795000,3,1.0,Detached,F,53.387051,-9.975065,"Errisbeg West, Roundstone, Co. Galway, H91HD7A",Galway
"11 West Avenue, Carrig Na Curra, Carrigaline, Co. Cork, P43W303",625000,5,4.0,Detached,B2,51.827137,-8.398629,"11 West Avenue, Carrig Na Curra, Carrigaline, Co. Cork, P43W303",Cork
"Bleach Road, Dunmore, Co. Kilkenny, R95WY17",750000,5,4.0,Detached,B2,52.704577,-7.273098,"Bleach Road, Dunmore, Co. Kilkenny, R95WY17",Kilkenny
"Site A, Coolbunia, Cheekpoint, Co. Waterford",225000,0,0.0,Site,,52.2690955,-6.9957459,"Site A, Coolbunia, Cheekpoint, Co. Waterford",Waterford
"7 Ashwood Hall, Back Road, Malahide, Co. Dublin, K36WP76",1890000,5,4.0,Detached,A2,53.43925,-6.161354,"7 Ashwood Hall, Back Road, Malahide, Co. Dublin, K36WP76",Dublin
"10 The Oaks, Frenchpark, Co. Roscommon, F45DT26",195000,3,3.0,End of Terrace,C2,53.872645,-8.40422,"10 The Oaks, Frenchpark, Co. Roscommon, F45DT26",Roscommon
"Kincasslagh, Letterkenny, Kincasslagh, Co. Donegal, F94K5N4",549950,4,3.0,Detached,SI_666,55.026912,-8.396426,"Kincasslagh, Letterkenny, Kincasslagh, Co. Donegal, F94K5N4",Donegal
"Lismeehy, Strokestown, Curraghroe, Co. Roscommon, F42RY79",390000,4,3.0,Detached,C1,53.747759,-8.090434,"Lismeehy, Strokestown, Curraghroe, Co. Roscommon, F42RY79",Roscommon
"Sunnylynn, Ballinderry, Mullingar, Co. Westmeath",695000,4,4.0,Detached,A2,53.51412653,-7.340225276,"Sunnylynn, Ballinderry, Mullingar, Co. Westmeath",Westmeath
"Coolsnaghtig, Dunmanway, Co. Cork, P47H966",420000,4,4.0,Detached,B2,51.752257,-9.152905,"Coolsnaghtig, Dunmanway, Co. Cork, P47H966",Cork
"10A Carrowmore Meadows, Knock, Co. Mayo, F12T8X8",185000,2,2.0,Apartment,B2,53.801254,-8.925151,"10A Carrowmore Meadows, Knock, Co. Mayo, F12T8X8",Mayo
"Knockahone, Barntown, Co. Wexford, Y35AX04",895000,5,4.0,Detached,C1,52.347741,-6.535004,"Knockahone, Barntown, Co. Wexford, Y35AX04",Wexford
"Glencara, Chanterlands, Athy, Co. Kildare, R14WF38",460000,4,3.0,Detached,D1,52.990735,-6.959957,"Glencara, Chanterlands, Athy, Co. Kildare, R14WF38",Kildare
"c.6 acres of lands with Residence at Garyroe, Kiltimagh, Co. Mayo",175000,3,1.0,Detached,G,53.86170315763695,-8.990696974,"c.6 acres of lands with Residence at Garyroe, Kiltimagh, Co. Mayo",Mayo
"Cottage on c.1.75 acres at Tulrahan, Claremorris, Co. Mayo",85000,2,1.0,Detached,SI_666,53.70168147405559,-8.823871484,"Cottage on c.1.75 acres at Tulrahan, Claremorris, Co. Mayo",Mayo
"Glasthule Lodge, Adelaide Road, Glasthule, Co. Dublin, A96D2W1",3600000000,4,3.0,Detached,SI_666,53.282167,-6.123889,"Glasthule Lodge, Adelaide Road, Glasthule, Co. Dublin, A96D2W1",Dublin
"1 Monte Vella, Bradda, Dalkey, Co. Dublin, A96RX71",1500000,3,2.0,End of Terrace,B1,53.27793,-6.109297,"1 Monte Vella, Bradda, Dalkey, Co. Dublin, A96RX71",Dublin
"Moortown, Fore, Co. Westmeath, N91CA32",570000,4,6.0,Detached,C1,53.685246,-7.25419,"Moortown, Fore, Co. Westmeath, N91CA32",Westmeath
"Aughamore, Rooskey, Co. Leitrim, N41NN53",395000,4,2.0,Detached,D2,53.827537,-7.916348,"Aughamore, Rooskey, Co. Leitrim, N41NN53",Leitrim
"Hazy View, Moorepark, Garristown, Co. Meath, A42E970",450000,2,1.0,Detached,C3,53.588025,-6.426771,"Hazy View, Moorepark, Garristown, Co. Meath, A42E970",Meath
"FoggyHill 3 North Shore Greystones, Greystones, Co. Wicklow, A63N722",2200000,5,4.0,Detached,B3,53.159151,-6.080397,"FoggyHill 3 North Shore Greystones, Greystones, Co. Wicklow, A63N722",Wicklow
"30 Sandycove Road, Sandycove, Sandycove, Co. Dublin, A96V9P1",1750000,6,2.0,Semi-D,F,53.285736,-6.116,"30 Sandycove Road, Sandycove, Sandycove, Co. Dublin, A96V9P1",Dublin
"Caherlissakill, Monivea, Co. Galway, H65VW08",375000,5,4.0,Detached,C1,53.392148,-8.74241,"Caherlissakill, Monivea, Co. Galway, H65VW08",Galway
"Kippanagh, Clonbern, Clonbern, Co. Galway, H53PY26",425000,5,5.0,Detached,C2,53.561615,-8.647784,"Kippanagh, Clonbern, Clonbern, Co. Galway, H53PY26",Galway
"West View, 13 Kenley Drive, Model Farm Road, Co. Cork, T12HCH6",595000,4,3.0,Detached,C2,51.88647,-8.522424,"West View, 13 Kenley Drive, Model Farm Road, Co. Cork, T12HCH6",Cork
"Kilbride, Swinford, Co Mayo, F12XN26",194000,5,2.0,Detached,G,53.934765,-8.914204,"Kilbride, Swinford, Co Mayo, F12XN26",Mayo
"31 Ardsallagh Woods, Roscommon Town, Co. Roscommon, F42Y586",325000,5,4.0,Detached,C2,53.622194,-8.172145,"31 Ardsallagh Woods, Roscommon Town, Co. Roscommon, F42Y586",Roscommon
"12 Fána Rua, Kells Road, Kingscourt, Co. Cavan, A82T3Y7",389000,5,4.0,Detached,C1,53.903651,-6.811745,"12 Fána Rua, Kells Road, Kingscourt, Co. Cavan, A82T3Y7",Cavan
"'Ocean View', Tiduff, Ballyheigue, Co. Kerry, V92Y6E5",299000,5,2.0,Detached,C1,52.41003,-9.927861,"'Ocean View', Tiduff, Ballyheigue, Co. Kerry, V92Y6E5",Kerry
"Prospect House, Old Ballygaddy Road, Tuam, Co. Galway, H54V382",975000,5,2.0,Detached,SI_666,53.517443,-8.8547,"Prospect House, Old Ballygaddy Road, Tuam, Co. Galway, H54V382",Galway
"Carrigaleigh House, Carrigaleigh House, Carriganore, Waterford City, Co. Waterford, X91X3E8",1850000,6,5.0,Detached,B3,52.251694,-7.184812,"Carrigaleigh House, Carrigaleigh House, Carriganore, Waterford City, Co. Waterford, X91X3E8",Waterford
"The Old Church, Killotteran, Waterford City, Co. Waterford, X91Y0P9",875000,5,2.0,Detached,SI_666,52.244207,-7.194587,"The Old Church, Killotteran, Waterford City, Co. Waterford, X91Y0P9",Waterford
"Stillpoint, Curraghgraigue, Enniscorthy, Co. Wexford, Y21ET38",750000,4,5.0,Detached,C2,52.544319,-6.676694,"Stillpoint, Curraghgraigue, Enniscorthy, Co. Wexford, Y21ET38",Wexford
"Aghanloo, Kill Lane, Blackrock, South Co. Dublin, D18T2P1",1995000,5,3.0,Detached,SI_666,53.275151,-6.170129,"Aghanloo, Kill Lane, Blackrock, South Co. Dublin, D18T2P1",
"278 Gleann An Ghairdin, Ballytegan, Gorey, Co. Wexford, Y25W8A0",375000,3,3.0,Semi-D,A2,52.685982,-6.280596,"278 Gleann An Ghairdin, Ballytegan, Gorey, Co. Wexford, Y25W8A0",Wexford
"Arranmore 9 Killincarrig Road Greystones, Greystones, Co. Wicklow, A63YK02",1145000,4,2.0,Terrace,E1,53.143481,-6.062691,"Arranmore 9 Killincarrig Road Greystones, Greystones, Co. Wicklow, A63YK02",Wicklow
"Fairview Terrace, 1 Adelaide Villas, Bray, Co. Wicklow, A98A5D8",395000,2,2.0,Semi-D,E1,53.206326,-6.113718,"Fairview Terrace, 1 Adelaide Villas, Bray, Co. Wicklow, A98A5D8",Wicklow
"Ballintim Lodge, Camolin, Co. Wexford, Y21X5R3",1250000,6,5.0,Detached,B1,52.642278,-6.422494,"Ballintim Lodge, Camolin, Co. Wexford, Y21X5R3",Wexford
"Wayside Cottage, Ballyrussell, Midleton, Co. Cork, P25FP60",345000,3,2.0,Detached,F,51.868485,-8.083917,"Wayside Cottage, Ballyrussell, Midleton, Co. Cork, P25FP60",Cork
"58 Rathgar Road, Rathgar, Dublin 6, D06X2N2",1950000,6,6.0,Terrace,,53.316306,-6.27159,"58 Rathgar Road, Rathgar, Dublin 6, D06X2N2",Dublin
"Larch Vale House, Larch Vale, Moneygall, Co. Offaly, E53F992",1195000,5,4.0,Detached,C1,52.875708,-7.96603,"Larch Vale House, Larch Vale, Moneygall, Co. Offaly, E53F992",Offaly
"Minaun Bungalow, Minaun, Faithlegg, Co. Waterford, X91K4C6",299000,4,1.0,Detached,E1,52.268206,-7.005183,"Minaun Bungalow, Minaun, Faithlegg, Co. Waterford, X91K4C6",Waterford
"Downings View, The Downings, Prosperous, Co Kildare, W91E373",650000,4,5.0,Detached,C2,53.288886,-6.758455,"Downings View, The Downings, Prosperous, Co Kildare, W91E373",Kildare
"Ti Aodha, Caherateemore North, Turloughmore, Co. Galway, H65HC83",450000,5,4.0,Detached,C2,53.354926,-8.809065,"Ti Aodha, Caherateemore North, Turloughmore, Co. Galway, H65HC83",Galway
"78 Watson Drive, Killiney, Co. Dublin, A96N4F3",730000,5,2.0,Semi-D,D1,53.259462,-6.132512,"78 Watson Drive, Killiney, Co. Dublin, A96N4F3",Dublin
"Carraun, New Inn, Kiltullagh, Co. Galway, H53EW64",375000,3,2.0,Detached,B3,53.291056,-8.547471,"Carraun, New Inn, Kiltullagh, Co. Galway, H53EW64",Galway
"Cahermaculick, Shrule, Co. Mayo, H91HRW3",650000,5,6.0,Detached,SI_666,53.54212,-9.129175,"Cahermaculick, Shrule, Co. Mayo, H91HRW3",Mayo
"Smear, Aughnacliffe, Co. Longford, N39DH31",495000,6,5.0,Detached,B2,53.867584,-7.610481,"Smear, Aughnacliffe, Co. Longford, N39DH31",Longford
"Tinny Park House And Lands, Corrastoona Beg, Ballintubber, Co. Roscommon, F45HD77",400000,4,2.0,Detached,SI_666,53.687918,-8.373053,"Tinny Park House And Lands, Corrastoona Beg, Ballintubber, Co. Roscommon, F45HD77",Roscommon
"267 Griffith Avenue, Drumcondra, Dublin 9, D09E2F6",1950000,4,4.0,Semi-D,B2,53.37651,-6.252183,"267 Griffith Avenue, Drumcondra, Dublin 9, D09E2F6",Dublin
"129 Glenageary Avenue, Dun Laoghaire, A96 N9Y6, Glenageary, Co. Dublin, A96N9Y6",800000,5,2.0,Semi-D,C3,53.276731,-6.135578,"129 Glenageary Avenue, Dun Laoghaire, A96 N9Y6, Glenageary, Co. Dublin, A96N9Y6",Dublin
"144 Dun Na Coiribe, Headford Road, Jordan's Island, Co. Galway, H91W9PF",450000,4,3.0,End of Terrace,D2,53.28439,-9.052948,"144 Dun Na Coiribe, Headford Road, Jordan's Island, Co. Galway, H91W9PF",Galway
"180 Ballygall Road East, Glasnevin, Dublin 11, D11A436",395000,2,1.0,Detached,D1,53.388169,-6.279912,"180 Ballygall Road East, Glasnevin, Dublin 11, D11A436",Dublin
"Hideaway, Reenogreena, Glandore, Co. Cork, P81F659",735000,4,3.0,Detached,C1,51.549685,-9.082884,"Hideaway, Reenogreena, Glandore, Co. Cork, P81F659",Cork
"Ard Aoibhinn, 16 Taney Road, Dundrum, Dublin 14, D14A5R6",1795000,5,4.0,Detached,C3,53.291563,-6.240098,"Ard Aoibhinn, 16 Taney Road, Dundrum, Dublin 14, D14A5R6",Dublin
"Cedarwood House, Stonestown, Cloghan, Birr, Co Offaly, R42YW62",499000,4,3.0,Detached,B3,53.21151,-7.87308,"Cedarwood House, Stonestown, Cloghan, Birr, Co Offaly, R42YW62",Offaly
"The Gardeners, Killenard, Co. Laois, R32H9Y8",575000,5,3.0,Detached,E1,53.128455,-7.148453,"The Gardeners, Killenard, Co. Laois, R32H9Y8",Laois
"Churchlands, Churchlands, Delgany, Co. Wicklow",From 575000,3,0.0,Houses,A2,53.138258,-6.081828,"Churchlands, Churchlands, Delgany, Co. Wicklow",Wicklow
"White Waves, Corbally Upper , Tramore, Co. Waterford",Price on Application,4,0.0,Houses,A2,52.167954563600006,-7.146224559,"White Waves, Corbally Upper , Tramore, Co. Waterford",Waterford
"Rockingham, Newcastle, Co. Wicklow",From 460000,3,0.0,Houses,B2,53.0733552,-6.057185,"Rockingham, Newcastle, Co. Wicklow",Wicklow
"New Homes At Foxrock Avenue, New Homes At Foxrock Avenue, Foxrock, Dublin 18",Price on Application,0,0.0,Houses,,53.277738,-6.173952,"New Homes At Foxrock Avenue, New Homes At Foxrock Avenue, Foxrock, Dublin 18",Dublin
"Ardilea, Castlecomer Road, Kilkenny, Co. Kilkenny",From 795000,5,0.0,Houses,A2,52.66450303223286,-7.249463871,"Ardilea, Castlecomer Road, Kilkenny, Co. Kilkenny",Kilkenny
"Manderlay, Crosstown, Wexford Town, Co. Wexford, Y35EK5H",1100000,7,6.0,Detached,B2,52.358331,-6.46501,"Manderlay, Crosstown, Wexford Town, Co. Wexford, Y35EK5H",Wexford
"Mill Farm, ""Only 1 Available"" The Paddocks, Mill Farm, Carrigaline, Co. Cork",From 654950,4,0.0,Houses,A2,51.81532562011691,-8.403679971,"Mill Farm, ""Only 1 Available"" The Paddocks, Mill Farm, Carrigaline, Co. Cork",Cork
